sheet,cell,row,col,text
cutesv调参,O195,195,O,14459
cutesv调参,P195,195,P,2930
cutesv调参,Q195,195,Q,11074
cutesv调参,R195,195,R,10718
cutesv调参,S195,195,S,3741
cutesv调参,T195,195,T,10726
cutesv调参,U195,195,U,6315
cutesv调参,V195,195,V,21363
cutesv调参,W195,195,W,15247
cutesv调参,X195,195,X,2142
cutesv调参,Y195,195,Y,6752
cutesv调参,Z195,195,Z,0.8768
cutesv调参,AA195,195,AA,0.7598
cutesv调参,AB195,195,AB,0.8142
cutesv调参,B196,196,B,cutesv_10_20_1000_0.9_1000_0.5
cutesv调参,C196,196,C,1000
cutesv调参,D196,196,D,0.9
cutesv调参,E196,196,E,1000
cutesv调参,F196,196,F,0.5
cutesv调参,G196,196,G,0.7489
cutesv调参,H196,196,H,0.5872
cutesv调参,I196,196,I,0.6583
cutesv调参,J196,196,J,0.7257
cutesv调参,K196,196,K,0.5435
cutesv调参,L196,196,L,0.3596
cutesv调参,M196,196,M,0.4328
cutesv调参,N196,196,N,16509
cutesv调参,O196,196,O,13921
cutesv调参,P196,196,P,4667
cutesv调参,Q196,196,Q,11606
cutesv调参,R196,196,R,10102
cutesv调参,S196,196,S,3819
cutesv调参,T196,196,T,10109
cutesv调参,U196,196,U,6400
cutesv调参,V196,196,V,20850
cutesv调参,W196,196,W,14781
cutesv调参,X196,196,X,3807
cutesv调参,Y196,196,Y,7265
cutesv调参,Z196,196,Z,0.7952
cutesv调参,AA196,196,AA,0.7416
cutesv调参,AB196,196,AB,0.7675
cutesv调参,B197,197,B,cutesv_10_20_1000_0.9_1000_0.9
cutesv调参,C197,197,C,1000
cutesv调参,D197,197,D,0.9
cutesv调参,E197,197,E,1000
cutesv调参,F197,197,F,0.9
cutesv调参,G197,197,G,0.6054
cutesv调参,H197,197,H,0.5655
cutesv调参,I197,197,I,0.5848
cutesv调参,J197,197,J,0.707
cutesv调参,K197,197,K,0.428
cutesv调参,L197,197,L,0.335
cutesv调参,M197,197,M,0.3758
cutesv调参,N197,197,N,15899
cutesv调参,O197,197,O,13310
cutesv调参,P197,197,P,8676
cutesv调参,Q197,197,Q,12216
cutesv调参,R197,197,R,9410
cutesv调参,S197,197,S,3900
cutesv调参,T197,197,T,9418
cutesv调参,U197,197,U,6481
cutesv调参,V197,197,V,20354
cutesv调参,W197,197,W,14344
cutesv调参,X197,197,X,7642
cutesv调参,Y197,197,Y,7761
cutesv调参,Z197,197,Z,0.6524
cutesv调参,AA197,197,AA,0.724
cutesv调参,AB197,197,AB,0.6863
cutesv调参,A200,200,A,蓝色为 -q 10 下，某一列指标的最优值
cutesv调参,A201,201,A,橙色为 -q 20 下，某一列指标的最优值
cutesv调参(结果),A1,1,A,最佳组：R2_02_support_s3_q20；refine 为全基因组合并口径 refine.variant_summary.json；局部 phab_bench 指标未混入本表。
cutesv调参(结果),A2,2,A,基本信息
cutesv调参(结果),D2,2,D,cuteSV 参数
cutesv调参(结果),L2,2,L,raw
cutesv调参(结果),AA2,2,AA,refine
cutesv调参(结果),A3,3,A,工具
cutesv调参(结果),B3,3,B,数据
cutesv调参(结果),C3,3,C,深度
cutesv调参(结果),D3,3,D,参考基因组
cutesv调参(结果),E3,3,E,run_id
cutesv调参(结果),F3,3,F,-s
cutesv调参(结果),G3,3,G,-q
cutesv调参(结果),H3,3,H,max_cluster_bias_INS
cutesv调参(结果),I3,3,I,diff_ratio_merging_INS
cutesv调参(结果),J3,3,J,max_cluster_bias_DEL
cutesv调参(结果),K3,3,K,diff_ratio_merging_DEL
cutesv调参(结果),L3,3,L,precision
cutesv调参(结果),M3,3,M,recall
cutesv调参(结果),N3,3,N,F1
cutesv调参(结果),O3,3,O,concordance
cutesv调参(结果),P3,3,P,gt-precision
cutesv调参(结果),Q3,3,Q,gt-recall
cutesv调参(结果),R3,3,R,gt-F1
cutesv调参(结果),S3,3,S,tp-base
cutesv调参(结果),T3,3,T,tp-call
cutesv调参(结果),U3,3,U,fp
cutesv调参(结果),V3,3,V,fn
cutesv调参(结果),W3,3,W,TP-call-TP
cutesv调参(结果),X3,3,X,TP-call-FP
cutesv调参(结果),Y3,3,Y,TP-base-TP
cutesv调参(结果),Z3,3,Z,TP-base-FP
cutesv调参(结果),AA3,3,AA,tp-base
cutesv调参(结果),AB3,3,AB,tp-call
cutesv调参(结果),AC3,3,AC,fp
cutesv调参(结果),AD3,3,AD,fn
cutesv调参(结果),AE3,3,AE,precision
cutesv调参(结果),AF3,3,AF,recall
cutesv调参(结果),AG3,3,AG,F1
cutesv调参(结果),A4,4,A,cuteSV
cutesv调参(结果),B4,4,B,BGI_latest
cutesv调参(结果),C4,4,C,50x
cutesv调参(结果),D4,4,D,GRCh38
cutesv调参(结果),E4,4,E,R2_02_support_s3_q20
cutesv调参(结果),F4,4,F,3
cutesv调参(结果),G4,4,G,20
cutesv调参(结果),H4,4,H,100
cutesv调参(结果),I4,4,I,0.3
cutesv调参(结果),J4,4,J,100
cutesv调参(结果),K4,4,K,0.3
cutesv调参(结果),L4,4,L,0.9249
cutesv调参(结果),M4,4,M,0.7331
cutesv调参(结果),N4,4,N,0.8179
cutesv调参(结果),O4,4,O,0.7937
cutesv调参(结果),P4,4,P,0.7341
cutesv调参(结果),Q4,4,Q,0.5083
cutesv调参(结果),R4,4,R,0.6007
cutesv调参(结果),S4,4,S,20619
cutesv调参(结果),T4,4,T,18011
cutesv调参(结果),U4,4,U,1463
cutesv调参(结果),V4,4,V,7507
cutesv调参(结果),W4,4,W,14296
cutesv调参(结果),X4,4,X,3715
cutesv调参(结果),Y4,4,Y,14296
cutesv调参(结果),Z4,4,Z,6323
cutesv调参(结果),AA4,4,AA,24094
cutesv调参(结果),AB4,4,AB,18899
cutesv调参(结果),AC4,4,AC,575
cutesv调参(结果),AD4,4,AD,4032
cutesv调参(结果),AE4,4,AE,0.9705
cutesv调参(结果),AF4,4,AF,0.8566
cutesv调参(结果),AG4,4,AG,0.91
cutesv调参(结果),A6,6,A,cuteSV BGI 50x Round2 参数对比（GRCh38 / minimap2）
cutesv调参(结果),A7,7,A,raw 与 refine 均覆盖全部14组；refine 为全基因组合并口径 refine.variant_summary.json，参数固定为 mafft -t 8 -u。
cutesv调参(结果),A8,8,A,基本信息
cutesv调参(结果),G8,8,G,cuteSV 参数
cutesv调参(结果),M8,8,M,raw
cutesv调参(结果),AB8,8,AB,refine
cutesv调参(结果),A9,9,A,工具
cutesv调参(结果),B9,9,B,数据
cutesv调参(结果),C9,9,C,深度
cutesv调参(结果),D9,9,D,参考基因组
cutesv调参(结果),E9,9,E,run_id
cutesv调参(结果),F9,9,F,实验组
cutesv调参(结果),G9,9,G,-s
cutesv调参(结果),H9,9,H,-q
cutesv调参(结果),I9,9,I,INS bias
cutesv调参(结果),J9,9,J,INS ratio
cutesv调参(结果),K9,9,K,DEL bias
cutesv调参(结果),L9,9,L,DEL ratio
cutesv调参(结果),M9,9,M,precision
cutesv调参(结果),N9,9,N,recall
cutesv调参(结果),O9,9,O,F1
cutesv调参(结果),P9,9,P,concordance
cutesv调参(结果),Q9,9,Q,gt-precision
cutesv调参(结果),R9,9,R,gt-recall
cutesv调参(结果),S9,9,S,gt-F1
cutesv调参(结果),T9,9,T,tp-base
cutesv调参(结果),U9,9,U,tp-call
cutesv调参(结果),V9,9,V,fp
cutesv调参(结果),W9,9,W,fn
cutesv调参(结果),X9,9,X,TP-call-TP
cutesv调参(结果),Y9,9,Y,TP-call-FP
cutesv调参(结果),Z9,9,Z,TP-base-TP
cutesv调参(结果),AA9,9,AA,TP-base-FP
cutesv调参(结果),AB9,9,AB,tp-base
cutesv调参(结果),AC9,9,AC,tp-call
cutesv调参(结果),AD9,9,AD,fp
cutesv调参(结果),AE9,9,AE,fn
cutesv调参(结果),AF9,9,AF,precision
cutesv调参(结果),AG9,9,AG,recall
cutesv调参(结果),AH9,9,AH,F1
cutesv调参(结果),A10,10,A,cuteSV
cutesv调参(结果),B10,10,B,BGI_latest
cutesv调参(结果),C10,10,C,50x
cutesv调参(结果),D10,10,D,GRCh38
cutesv调参(结果),E10,10,E,R2_01_baseline_s5_q20
cutesv调参(结果),F10,10,F,baseline
cutesv调参(结果),G10,10,G,5
cutesv调参(结果),H10,10,H,20
cutesv调参(结果),I10,10,I,100
cutesv调参(结果),J10,10,J,0.3
cutesv调参(结果),K10,10,K,100
cutesv调参(结果),L10,10,L,0.3
cutesv调参(结果),M10,10,M,0.9262
cutesv调参(结果),N10,10,N,0.7282
cutesv调参(结果),O10,10,O,0.8153
cutesv调参(结果),P10,10,P,0.7947
cutesv调参(结果),Q10,10,Q,0.736
cutesv调参(结果),R10,10,R,0.5054
cutesv调参(结果),S10,10,S,0.5992
cutesv调参(结果),T10,10,T,20480
cutesv调参(结果),U10,10,U,17885
cutesv调参(结果),V10,10,V,1426
cutesv调参(结果),W10,10,W,7645
cutesv调参(结果),X10,10,X,14213
cutesv调参(结果),Y10,10,Y,3672
cutesv调参(结果),Z10,10,Z,14213
cutesv调参(结果),AA10,10,AA,6267
cutesv调参(结果),AB10,10,AB,23916
cutesv调参(结果),AC10,10,AC,18735
cutesv调参(结果),AD10,10,AD,576
cutesv调参(结果),AE10,10,AE,4209
cutesv调参(结果),AF10,10,AF,0.9702
cutesv调参(结果),AG10,10,AG,0.8503
cutesv调参(结果),AH10,10,AH,0.9063
cutesv调参(结果),E11,11,E,R2_02_support_s3_q20
cutesv调参(结果),F11,11,F,support_finetune
cutesv调参(结果),G11,11,G,3
cutesv调参(结果),H11,11,H,20
cutesv调参(结果),I11,11,I,100
cutesv调参(结果),J11,11,J,0.3
cutesv调参(结果),K11,11,K,100
cutesv调参(结果),L11,11,L,0.3
cutesv调参(结果),M11,11,M,0.9249
cutesv调参(结果),N11,11,N,0.7331
cutesv调参(结果),O11,11,O,0.8179
cutesv调参(结果),P11,11,P,0.7937
cutesv调参(结果),Q11,11,Q,0.7341
cutesv调参(结果),R11,11,R,0.5083
cutesv调参(结果),S11,11,S,0.6007
cutesv调参(结果),T11,11,T,20619
cutesv调参(结果),U11,11,U,18011
cutesv调参(结果),V11,11,V,1463
cutesv调参(结果),W11,11,W,7507
cutesv调参(结果),X11,11,X,14296
cutesv调参(结果),Y11,11,Y,3715
cutesv调参(结果),Z11,11,Z,14296
cutesv调参(结果),AA11,11,AA,6323
cutesv调参(结果),AB11,11,AB,24094
cutesv调参(结果),AC11,11,AC,18899
cutesv调参(结果),AD11,11,AD,575
cutesv调参(结果),AE11,11,AE,4032
cutesv调参(结果),AF11,11,AF,0.9705
cutesv调参(结果),AG11,11,AG,0.8566
cutesv调参(结果),AH11,11,AH,0.91
cutesv调参(结果),E12,12,E,R2_03_support_s4_q20
cutesv调参(结果),F12,12,F,support_finetune
cutesv调参(结果),G12,12,G,4
cutesv调参(结果),H12,12,H,20
cutesv调参(结果),I12,12,I,100
cutesv调参(结果),J12,12,J,0.3
cutesv调参(结果),K12,12,K,100
cutesv调参(结果),L12,12,L,0.3
cutesv调参(结果),M12,12,M,0.9255
cutesv调参(结果),N12,12,N,0.731
cutesv调参(结果),O12,12,O,0.8168
cutesv调参(结果),P12,12,P,0.7941
cutesv调参(结果),Q12,12,Q,0.7349
cutesv调参(结果),R12,12,R,0.507
cutesv调参(结果),S12,12,S,0.6
cutesv调参(结果),T12,12,T,20561
cutesv调参(结果),U12,12,U,17957
cutesv调参(结果),V12,12,V,1446
cutesv调参(结果),W12,12,W,7566
cutesv调参(结果),X12,12,X,14259
cutesv调参(结果),Y12,12,Y,3698
cutesv调参(结果),Z12,12,Z,14259
cutesv调参(结果),AA12,12,AA,6302
cutesv调参(结果),AB12,12,AB,24032
cutesv调参(结果),AC12,12,AC,18828
cutesv调参(结果),AD12,12,AD,575
cutesv调参(结果),AE12,12,AE,4095
cutesv调参(结果),AF12,12,AF,0.9704
cutesv调参(结果),AG12,12,AG,0.8544
cutesv调参(结果),AH12,12,AH,0.9087
cutesv调参(结果),E13,13,E,R2_04_support_s6_q20
cutesv调参(结果),F13,13,F,support_finetune
cutesv调参(结果),G13,13,G,6
cutesv调参(结果),H13,13,H,20
cutesv调参(结果),I13,13,I,100
cutesv调参(结果),J13,13,J,0.3
cutesv调参(结果),K13,13,K,100
cutesv调参(结果),L13,13,L,0.3
cutesv调参(结果),M13,13,M,0.9262
cutesv调参(结果),N13,13,N,0.727
cutesv调参(结果),O13,13,O,0.8146
cutesv调参(结果),P13,13,P,0.7951
cutesv调参(结果),Q13,13,Q,0.7364
cutesv调参(结果),R13,13,R,0.5048
cutesv调参(结果),S13,13,S,0.599
cutesv调参(结果),T13,13,T,20446
cutesv调参(结果),U13,13,U,17856
cutesv调参(结果),V13,13,V,1423
cutesv调参(结果),W13,13,W,7679
cutesv调参(结果),X13,13,X,14197
cutesv调参(结果),Y13,13,Y,3659
cutesv调参(结果),Z13,13,Z,14197
cutesv调参(结果),AA13,13,AA,6249
cutesv调参(结果),AB13,13,AB,23864
cutesv调参(结果),AC13,13,AC,18701
cutesv调参(结果),AD13,13,AD,578
cutesv调参(结果),AE13,13,AE,4261
cutesv调参(结果),AF13,13,AF,0.97
cutesv调参(结果),AG13,13,AG,0.8485
cutesv调参(结果),AH13,13,AH,0.9052
cutesv调参(结果),E14,14,E,R2_05_support_s8_q20
cutesv调参(结果),F14,14,F,support_finetune
cutesv调参(结果),G14,14,G,8
cutesv调参(结果),H14,14,H,20
cutesv调参(结果),I14,14,I,100
cutesv调参(结果),J14,14,J,0.3
cutesv调参(结果),K14,14,K,100
cutesv调参(结果),L14,14,L,0.3
cutesv调参(结果),M14,14,M,0.9265
cutesv调参(结果),N14,14,N,0.7235
cutesv调参(结果),O14,14,O,0.8125
cutesv调参(结果),P14,14,P,0.7965
cutesv调参(结果),Q14,14,Q,0.738
cutesv调参(结果),R14,14,R,0.5034
cutesv调参(结果),S14,14,S,0.5985
cutesv调参(结果),T14,14,T,20348
cutesv调参(结果),U14,14,U,17775
cutesv调参(结果),V14,14,V,1410
cutesv调参(结果),W14,14,W,7778
cutesv调参(结果),X14,14,X,14158
cutesv调参(结果),Y14,14,Y,3617
cutesv调参(结果),Z14,14,Z,14158
cutesv调参(结果),AA14,14,AA,6190
cutesv调参(结果),AB14,14,AB,23769
cutesv调参(结果),AC14,14,AC,18613
cutesv调参(结果),AD14,14,AD,572
cutesv调参(结果),AE14,14,AE,4357
cutesv调参(结果),AF14,14,AF,0.9702
cutesv调参(结果),AG14,14,AG,0.8451
cutesv调参(结果),AH14,14,AH,0.9033
cutesv调参(结果),E15,15,E,R2_06_bias_50_50_q20
cutesv调参(结果),F15,15,F,bias_linked
cutesv调参(结果),G15,15,G,5
cutesv调参(结果),H15,15,H,20
cutesv调参(结果),I15,15,I,50
cutesv调参(结果),J15,15,J,0.3
cutesv调参(结果),K15,15,K,50
cutesv调参(结果),L15,15,L,0.3
cutesv调参(结果),M15,15,M,0.9132
cutesv调参(结果),N15,15,N,0.732
cutesv调参(结果),O15,15,O,0.8126
cutesv调参(结果),P15,15,P,0.7985
cutesv调参(结果),Q15,15,Q,0.7292
cutesv调参(结果),R15,15,R,0.5157
cutesv调参(结果),S15,15,S,0.6041
cutesv调参(结果),T15,15,T,20590
cutesv调参(结果),U15,15,U,18169
cutesv调参(结果),V15,15,V,1728
cutesv调参(结果),W15,15,W,7537
cutesv调参(结果),X15,15,X,14508
cutesv调参(结果),Y15,15,Y,3661
cutesv调参(结果),Z15,15,Z,14505
cutesv调参(结果),AA15,15,AA,6085
cutesv调参(结果),AB15,15,AB,23801
cutesv调参(结果),AC15,15,AC,19197
cutesv调参(结果),AD15,15,AD,700
cutesv调参(结果),AE15,15,AE,4326
cutesv调参(结果),AF15,15,AF,0.9648
cutesv调参(结果),AG15,15,AG,0.8462
cutesv调参(结果),AH15,15,AH,0.9016
cutesv调参(结果),E16,16,E,R2_07_bias_200_200_q20
cutesv调参(结果),F16,16,F,bias_linked
cutesv调参(结果),G16,16,G,5
cutesv调参(结果),H16,16,H,20
cutesv调参(结果),I16,16,I,200
cutesv调参(结果),J16,16,J,0.3
cutesv调参(结果),K16,16,K,200
cutesv调参(结果),L16,16,L,0.3
cutesv调参(结果),M16,16,M,0.9327
cutesv调参(结果),N16,16,N,0.7143
cutesv调参(结果),O16,16,O,0.809
cutesv调参(结果),P16,16,P,0.7912
cutesv调参(结果),Q16,16,Q,0.738
cutesv调参(结果),R16,16,R,0.4914
cutesv调参(结果),S16,16,S,0.59
cutesv调参(结果),T16,16,T,20086
cutesv调参(结果),U16,16,U,17459
cutesv调参(结果),V16,16,V,1259
cutesv调参(结果),W16,16,W,8034
cutesv调参(结果),X16,16,X,13814
cutesv调参(结果),Y16,16,Y,3645
cutesv调参(结果),Z16,16,Z,13818
cutesv调参(结果),AA16,16,AA,6268
cutesv调参(结果),AB16,16,AB,23712
cutesv调参(结果),AC16,16,AC,18156
cutesv调参(结果),AD16,16,AD,562
cutesv调参(结果),AE16,16,AE,4408
cutesv调参(结果),AF16,16,AF,0.97
cutesv调参(结果),AG16,16,AG,0.8432
cutesv调参(结果),AH16,16,AH,0.9022
cutesv调参(结果),E17,17,E,R2_08_ratio_0p2_0p2_q20
cutesv调参(结果),F17,17,F,ratio_linked
cutesv调参(结果),G17,17,G,5
cutesv调参(结果),H17,17,H,20
cutesv调参(结果),I17,17,I,100
cutesv调参(结果),J17,17,J,0.2
cutesv调参(结果),K17,17,K,100
cutesv调参(结果),L17,17,L,0.2
cutesv调参(结果),M17,17,M,0.9263
cutesv调参(结果),N17,17,N,0.7282
cutesv调参(结果),O17,17,O,0.8154
cutesv调参(结果),P17,17,P,0.8129
cutesv调参(结果),Q17,17,Q,0.753
cutesv调参(结果),R17,17,R,0.5234
cutesv调参(结果),S17,17,S,0.6175
cutesv调参(结果),T17,17,T,20478
cutesv调参(结果),U17,17,U,18106
cutesv调参(结果),V17,17,V,1441
cutesv调参(结果),W17,17,W,7645
cutesv调参(结果),X17,17,X,14718
cutesv调参(结果),Y17,17,Y,3388
cutesv调参(结果),Z17,17,Z,14719
cutesv调参(结果),AA17,17,AA,5759
cutesv调参(结果),AB17,17,AB,23883
cutesv调参(结果),AC17,17,AC,18969
cutesv调参(结果),AD17,17,AD,578
cutesv调参(结果),AE17,17,AE,4240
cutesv调参(结果),AF17,17,AF,0.9704
cutesv调参(结果),AG17,17,AG,0.8492
cutesv调参(结果),AH17,17,AH,0.9058
cutesv调参(结果),E18,18,E,R2_09_ratio_0p4_0p4_q20
cutesv调参(结果),F18,18,F,ratio_linked
cutesv调参(结果),G18,18,G,5
cutesv调参(结果),H18,18,H,20
cutesv调参(结果),I18,18,I,100
cutesv调参(结果),J18,18,J,0.4
cutesv调参(结果),K18,18,K,100
cutesv调参(结果),L18,18,L,0.4
cutesv调参(结果),M18,18,M,0.9221
cutesv调参(结果),N18,18,N,0.7244
cutesv调参(结果),O18,18,O,0.8114
cutesv调参(结果),P18,18,P,0.7805
cutesv调参(结果),Q18,18,Q,0.7197
cutesv调参(结果),R18,18,R,0.49
cutesv调参(结果),S18,18,S,0.583
cutesv调参(结果),T18,18,T,20374
cutesv调参(结果),U18,18,U,17653
cutesv调参(结果),V18,18,V,1492
cutesv调参(结果),W18,18,W,7752
cutesv调参(结果),X18,18,X,13779
cutesv调参(结果),Y18,18,Y,3874
cutesv调参(结果),Z18,18,Z,13781
cutesv调参(结果),AA18,18,AA,6593
cutesv调参(结果),AB18,18,AB,23796
cutesv调参(结果),AC18,18,AC,18543
cutesv调参(结果),AD18,18,AD,602
cutesv调参(结果),AE18,18,AE,4330
cutesv调参(结果),AF18,18,AF,0.9686
cutesv调参(结果),AG18,18,AG,0.846
cutesv调参(结果),AH18,18,AH,0.9032
cutesv调参(结果),E19,19,E,R2_10_asym_INS50_DEL100_q20
cutesv调参(结果),F19,19,F,asymmetric_bias
cutesv调参(结果),G19,19,G,5
cutesv调参(结果),H19,19,H,20
cutesv调参(结果),I19,19,I,50
cutesv调参(结果),J19,19,J,0.3
cutesv调参(结果),K19,19,K,100
cutesv调参(结果),L19,19,L,0.3
cutesv调参(结果),M19,19,M,0.9158
cutesv调参(结果),N19,19,N,0.7326
cutesv调参(结果),O19,19,O,0.814
cutesv调参(结果),P19,19,P,0.7983
cutesv调参(结果),Q19,19,Q,0.731
cutesv调参(结果),R19,19,R,0.5143
cutesv调参(结果),S19,19,S,0.6038
cutesv调参(结果),T19,19,T,20603
cutesv调参(结果),U19,19,U,18122
cutesv调参(结果),V19,19,V,1667
cutesv调参(结果),W19,19,W,7521
cutesv调参(结果),X19,19,X,14466
cutesv调参(结果),Y19,19,Y,3656
cutesv调参(结果),Z19,19,Z,14463
cutesv调参(结果),AA19,19,AA,6140
cutesv调参(结果),AB19,19,AB,23873
cutesv调参(结果),AC19,19,AC,19108
cutesv调参(结果),AD19,19,AD,681
cutesv调参(结果),AE19,19,AE,4251
cutesv调参(结果),AF19,19,AF,0.9656
cutesv调参(结果),AG19,19,AG,0.8488
cutesv调参(结果),AH19,19,AH,0.9035
cutesv调参(结果),E20,20,E,R2_11_asym_INS100_DEL50_q20
cutesv调参(结果),F20,20,F,asymmetric_bias
cutesv调参(结果),G20,20,G,5
cutesv调参(结果),H20,20,H,20
cutesv调参(结果),I20,20,I,100
cutesv调参(结果),J20,20,J,0.3
cutesv调参(结果),K20,20,K,50
cutesv调参(结果),L20,20,L,0.3
cutesv调参(结果),M20,20,M,0.9234
cutesv调参(结果),N20,20,N,0.7276
cutesv调参(结果),O20,20,O,0.8139
cutesv调参(结果),P20,20,P,0.7949
cutesv调参(结果),Q20,20,Q,0.7341
cutesv调参(结果),R20,20,R,0.5068
cutesv调参(结果),S20,20,S,0.5996
cutesv调参(结果),T20,20,T,20467
cutesv调参(结果),U20,20,U,17932
cutesv调参(结果),V20,20,V,1487
cutesv调参(结果),W20,20,W,7661
cutesv调参(结果),X20,20,X,14255
cutesv调参(结果),Y20,20,Y,3677
cutesv调参(结果),Z20,20,Z,14255
cutesv调参(结果),AA20,20,AA,6212
cutesv调参(结果),AB20,20,AB,23824
cutesv调参(结果),AC20,20,AC,18819
cutesv调参(结果),AD20,20,AD,600
cutesv调参(结果),AE20,20,AE,4304
cutesv调参(结果),AF20,20,AF,0.9691
cutesv调参(结果),AG20,20,AG,0.847
cutesv调参(结果),AH20,20,AH,0.9039
cutesv调参(结果),E21,21,E,R2_12_asym_INS200_DEL100_q20
cutesv调参(结果),F21,21,F,asymmetric_bias
cutesv调参(结果),G21,21,G,5
cutesv调参(结果),H21,21,H,20
cutesv调参(结果),I21,21,I,200
cutesv调参(结果),J21,21,J,0.3
cutesv调参(结果),K21,21,K,100
cutesv调参(结果),L21,21,L,0.3
cutesv调参(结果),M21,21,M,0.9288
cutesv调参(结果),N21,21,N,0.7214
cutesv调参(结果),O21,21,O,0.8121
cutesv调参(结果),P21,21,P,0.7932
cutesv调参(结果),Q21,21,Q,0.7367
cutesv调参(结果),R21,21,R,0.4989
cutesv调参(结果),S21,21,S,0.595
cutesv调参(结果),T21,21,T,20288
cutesv调参(结果),U21,21,U,17686
cutesv调参(结果),V21,21,V,1356
cutesv调参(结果),W21,21,W,7834
cutesv调参(结果),X21,21,X,14029
cutesv调参(结果),Y21,21,Y,3657
cutesv调参(结果),Z21,21,Z,14031
cutesv调参(结果),AA21,21,AA,6257
cutesv调参(结果),AB21,21,AB,23789
cutesv调参(结果),AC21,21,AC,18473
cutesv调参(结果),AD21,21,AD,569
cutesv调参(结果),AE21,21,AE,4333
cutesv调参(结果),AF21,21,AF,0.9701
cutesv调参(结果),AG21,21,AG,0.8459
cutesv调参(结果),AH21,21,AH,0.9038
cutesv调参(结果),E22,22,E,R2_13_asym_INS100_DEL200_q20
cutesv调参(结果),F22,22,F,asymmetric_bias
cutesv调参(结果),G22,22,G,5
cutesv调参(结果),H22,22,H,20
cutesv调参(结果),I22,22,I,100
cutesv调参(结果),J22,22,J,0.3
cutesv调参(结果),K22,22,K,200
cutesv调参(结果),L22,22,L,0.3
cutesv调参(结果),M22,22,M,0.93
cutesv调参(结果),N22,22,N,0.721
cutesv调参(结果),O22,22,O,0.8123
cutesv调参(结果),P22,22,P,0.7927
cutesv调参(结果),Q22,22,Q,0.7372
cutesv调参(结果),R22,22,R,0.4978
cutesv调参(结果),S22,22,S,0.5943
cutesv调参(结果),T22,22,T,20278
cutesv调参(结果),U22,22,U,17658
cutesv调参(结果),V22,22,V,1329
cutesv调参(结果),W22,22,W,7845
cutesv调参(结果),X22,22,X,13998
cutesv调参(结果),Y22,22,Y,3660
cutesv调参(结果),Z22,22,Z,14000
cutesv调参(结果),AA22,22,AA,6278
cutesv调参(结果),AB22,22,AB,23792
cutesv调参(结果),AC22,22,AC,18427
cutesv调参(结果),AD22,22,AD,560
cutesv调参(结果),AE22,22,AE,4331
cutesv调参(结果),AF22,22,AF,0.9705
cutesv调参(结果),AG22,22,AG,0.846
cutesv调参(结果),AH22,22,AH,0.904
cutesv调参(结果),E23,23,E,R2_14_mapq_s5_q10
cutesv调参(结果),F23,23,F,mapq_sensitivity
cutesv调参(结果),G23,23,G,5
cutesv调参(结果),H23,23,H,10
cutesv调参(结果),I23,23,I,100
cutesv调参(结果),J23,23,J,0.3
cutesv调参(结果),K23,23,K,100
cutesv调参(结果),L23,23,L,0.3
cutesv调参(结果),M23,23,M,0.9258
cutesv调参(结果),N23,23,N,0.7295
cutesv调参(结果),O23,23,O,0.816
cutesv调参(结果),P23,23,P,0.7947
cutesv调参(结果),Q23,23,Q,0.7357
cutesv调参(结果),R23,23,R,0.5064
cutesv调参(结果),S23,23,S,0.5999
cutesv调参(结果),T23,23,T,20519
cutesv调参(结果),U23,23,U,17924
cutesv调参(结果),V23,23,V,1437
cutesv调参(结果),W23,23,W,7607
cutesv调参(结果),X23,23,X,14244
cutesv调参(结果),Y23,23,Y,3680
cutesv调参(结果),Z23,23,Z,14244
cutesv调参(结果),AA23,23,AA,6275
cutesv调参(结果),AB23,23,AB,23950
cutesv调参(结果),AC23,23,AC,18770
cutesv调参(结果),AD23,23,AD,591
cutesv调参(结果),AE23,23,AE,4176
cutesv调参(结果),AF23,23,AF,0.9695
cutesv调参(结果),AG23,23,AG,0.8515
cutesv调参(结果),AH23,23,AH,0.9067
cutesv调参(结果),A25,25,A,run_id
cutesv调参(结果),B25,25,B,profile
cutesv调参(结果),C25,25,C,note
cutesv调参(结果),D25,25,D,min_support
cutesv调参(结果),E25,25,E,min_mapq
cutesv调参(结果),F25,25,F,max_cluster_bias_INS
cutesv调参(结果),G25,25,G,diff_ratio_merging_INS
cutesv调参(结果),H25,25,H,max_cluster_bias_DEL
cutesv调参(结果),I25,25,I,diff_ratio_merging_DEL
cutesv调参(结果),J25,25,J,bench_dir
cutesv调参(结果),K25,25,K,vcf_path
cutesv调参(结果),A26,26,A,R2_01_baseline_s5_q20
cutesv调参(结果),B26,26,B,ONT_like
cutesv调参(结果),C26,26,C,re-run first-round best setting for standalone round2 comparison
cutesv调参(结果),D26,26,D,5
cutesv调参(结果),E26,26,E,20
cutesv调参(结果),F26,26,F,100
cutesv调参(结果),G26,26,G,0.3
cutesv调参(结果),H26,26,H,100
cutesv调参(结果),I26,26,I,0.3
cutesv调参(结果),J26,26,J,/home/user/wangyingqi/evaluation/svcall/cuteSV_param_tune_BGI50x_GRCh38_minimap2_round2/truvari/R2_01_baseline_s5_q20
cutesv调参(结果),K26,26,K,/home/user/wangyingqi/evaluation/svcall/cuteSV_param_tune_BGI50x_GRCh38_minimap2_round2/results/R2_01_baseline_s5_q20/HG002.BGI_latest.GRCh38.minimap2.50x.R2_01_baseline_s5_q20.cuteSV.vcf.gz
cutesv调参(结果),A27,27,A,R2_02_support_s3_q20
cutesv调参(结果),B27,27,B,ONT_like
